A00.100x001 1
A02.100 1
A02.100x002 1
A02.101 1
A02.201+J17.0* 1
A02.202+M01.3* 1
A02.203+G01* 1
A02.204+M90.2* 1
A02.205+N16.0* 1
A02.900x002 1
A02.900x003 1
A02.900x004 1
A02.901 1
A03.200x001 1
A04.500 1
A04.600 1
A04.600x001 1
A04.700 1
A04.700x002 1
A04.701 1
A04.702 1
A05.300 1
A05.300x001 1
A05.400 1
A05.400x001 1
A05.800 1
A05.900 1
A06.200 1
A06.200x001 1
A06.300 1
A06.300x001 1
A06.400+K77.0* 1
A06.700 1
A15.701 2
A15.702 2
A15.703 2
A16.300x002 2
A16.300x003 2
A16.300x007 2
A16.301 2
A16.302 2
A16.303 2
A16.304 2
A16.305 2
A19.100 2
A20.000 3
A20.000x001 3
A20.100 3
A20.101 3
A20.200 3
A20.700 3
A20.800x004 3
A20.800x005 3
A20.801 3
A20.802 3
A20.803 3
A22.100x003 3
A22.102+J17.0* 3
A22.700 3
A23.800 3
A26.000 3
A26.700 3
A26.700x001 3
A27.000 3
A28.801 3
A31.900x001 4
A31.901 4
A32.700 4
A32.701 4
A37.900 4
A37.900x003 4
A37.900x004 4
A37.900x005 4
A37.901+J17.0* 4
A39.400 4
A40.000 4
A40.100 4
A40.200 4
A40.300 4
A40.800 4
A40.900 4
A40.901+N08.0* 4
A40.903+N16.0* 4
A41.000 4
A41.100x002 4
A41.101 4
A41.200 4
A41.300 4
A41.400 4
A41.400x001 4
A41.500x083 4
A41.500x087 4
A41.501 4
A41.502 4
A41.503 4
A41.504 4
A41.505 4
A41.506 4
A41.800x002 4
A41.801 4
A41.802 4
A41.803 4
A41.804 4
A41.805 4
A41.806 4
A41.807 4
A41.900 4
A41.900x004 4
A41.902+N08.0* 4
A41.904+N16.0* 4
A42.700 4
A42.800x002 4
A42.800x003+G01* 4
A42.801 4
A42.802 4
A42.803 4
A42.804 4
A42.805 4
A42.900 4
A43.100 4
A43.900 4
A44.000 4
A48.000 4
A48.200 4
A48.300 4
A48.800 4
A48.800x002 4
A48.801 4
A49.000 4
A49.001 4
A49.002 4
A49.003 4
A49.004 4
A49.900 4
A49.901 4
A49.902 4
A50.000 5
A50.000x001+H32.0* 5
A50.000x002+K77.0* 5
A50.001+H58.8* 5
A51.300x002 5
A51.300x003 5
A51.300x004 5
A51.300x005 5
A51.301 5
A51.302 5
A51.303 5
A51.304 5
A52.000+I98.0* 5
A52.000x001+I52.0* 5
A52.000x006+I39.1* 5
A52.000x007+I39.1* 5
A52.000x011+I39.0* 5
A52.001+I68.1* 5
A52.002+I79.1* 5
A52.003+I79.0* 5
A52.004+I39.1* 5
A52.005+I52.0* 5
A52.006+I39.8* 5
A52.007+I41.0* 5
A52.008+I32.0* 5
A52.009+I39.3* 5
A54.001 5
A54.002 5
A54.003 5
A54.004 5
A54.005 5
A54.200x004+N74.3* 5
A54.201+N74.3* 5
A54.202+N51.0* 5
A54.203+N51.1* 5
A54.204+N51.1* 5
A54.600x001 5
A54.601 5
A54.602 5
A54.801+G07* 5
A54.802+I39.8* 5
A54.803+G01* 5
A54.804+I41.0* 5
A54.805+I32.0* 5
A54.806+J17.0* 5
A54.807+K67.1* 5
A54.808 5
A54.809 5
A63.000 5
A63.001 5
A63.002 5
A63.003 5
A63.800 5
A66.200 6
A68.100 6
A69.200 6
A69.200x002+G63.0* 6
A69.800 6
A75.000x002 8
A75.000x003 8
A75.000x004 8
A75.001 8
A79.800x002 8
A79.801 8
A80.300x001 9
A80.301 9
A81.000 9
A81.000x002 9
A81.000x004 9
A81.000x006 9
A81.000x007 9
A81.001+F02.1* 9
A81.800 9
A81.800x001 9
A81.801 9
A84.000 9
A84.000x001 9
A84.100 9
A85.100+G05.1* 9
A85.101+G05.1* 9
A87.800 9
A87.801 9
A95.100 10
A96.100 10
A96.100x001 10
A96.200 10
A96.800 10
A97.100 10
A98.100 10
A98.300 10
B00.400+G05.1* 11
B00.400x001+G05.1* 11
B00.401+G05.1* 11
B01.000+G02.0* 11
B01.000x001+G02.0* 11
B05.800x001+H19.2* 11
B05.800x003+K77.0* 11
B05.800x008 11
B05.800x009 11
B05.800x010 11
B05.801 11
B05.802 11
B05.803 11
B15.000 12
B15.001 12
B15.002 12
B15.003 12
B16.000 12
B16.000x001 12
B16.001 12
B17.900 12
B17.900x002 12
B17.900x004 12
B17.900x005 12
B17.900x006 12
B17.902 12
B17.903 12
B17.904 12
B19.000 12
B19.001 12
B19.002 12
B20.000x001 13
B20.001 13
B20.002 13
B20.003 13
B20.004 13
B20.005 13
B20.006 13
B20.100x001 13
B20.200x001 13
B20.300x001 13
B20.301 13
B20.400x001 13
B20.500x001 13
B20.600x001 13
B20.700x001 13
B20.801 13
B20.901 13
B21.000x001 13
B21.100x001 13
B21.200x001 13
B21.300 13
B21.700 13
B21.800 13
B21.900 13
B22.000x001 13
B22.000x003 13
B22.000x004 13
B22.000x005 13
B22.001+F02.4* 13
B22.100 13
B22.200 13
B22.700 13
B22.701 13
B23.000 13
B23.100 13
B23.100x001 13
B23.100x002 13
B23.200 13
B23.201 13
B23.800 13
B23.800x001 13
B23.800x002 13
B23.801 13
B25.000+J17.1* 14
B25.800x001 14
B25.800x002+H19.2* 14
B25.801+G05.1* 14
B25.802+H32.0* 14
B25.803+I41.1* 14
B26.200+G05.1* 14
B26.201+G05.1* 14
B26.202+G05.1* 14
B27.100 14
B33.200 14
B33.200x001+I32.1* 14
B33.200x002+I39.8* 14
B33.200x004+I41.1* 14
B33.201+I41.1* 14
B33.400x001+J17.1* 14
B37.700 15
B37.700x001 15
B37.800x083 15
B37.800x084 15
B37.800x085 15
B37.800x088 15
B37.800x089+M01.6* 15
B37.800x090 15
B37.800x091 15
B37.801 15
B37.802 15
B37.803 15
B37.804 15
B37.805 15
B37.806 15
B37.807+H48.8* 15
B37.808 15
B37.900 15
B37.900x001 15
B37.900x002 15
B37.900x003 15
B37.901 15
B39.000 15
B39.000x001+J17.2* 15
B39.100 15
B39.100x001+J17.2* 15
B42.900 15
B43.900 15
B44.700 15
B45.300 15
B46.000x001+J99.8* 15
B46.200x001+K93.8* 15
B46.800x001 15
B46.800x002 15
B47.900 15
B53.000x001 16
B58.100+K77.0* 16
B60.800x001 16
B65.100x001 17
B65.101 17
B65.800x001 17
B65.800x002 17
B65.800x003 17
B66.800x001 17
B66.800x002 17
B66.800x003 17
B66.800x004 17
B66.800x005 17
B66.800x006 17
B66.800x007 17
B67.600x001 17
B67.600x002 17
B67.600x003 17
B67.601 17
B68.100 17
B77.000x001+K93.8* 17
B77.001+K93.8* 17
B81.300 17
B81.400 17
B83.300 17
B83.900 17
B87.100 18
B88.100 18
B88.200x001 18
B88.300 18
B94.900 19
D01.000 34
D01.100 34
D01.200 34
D01.700 34
D01.701 34
D02.200x002 34
D02.201 34
D04.100x001 34
D04.101 34
D07.100 34
D07.100x002 34
D07.301 34
D07.302 34
D07.303 34
D07.304 34
D09.700 34
D09.700x001 34
D09.700x002 34
D09.701 34
D37.300x001 35
D37.301 35
D41.200x001 35
D41.201 35
D41.300x001 35
D41.301 35
D42.900x001 35
D42.900x002 35
D42.901 35
D44.500x001 35
D44.500x003 35
D44.501 35
D44.600x002 35
D44.601 35
D46.200 35
D46.201x001 35
D46.203 35
D47.000 35
D47.001 35
D47.002 35
D47.003 35
D47.004 35
D47.200 35
D47.200x003 35
D47.200x004+G63.1* 35
D47.200x005+G63.1* 35
D47.500 35
D47.700 35
D47.700x005 35
D47.700x006 35
D47.700x007 35
D47.700x008 35
D47.700x009 35
D47.700x010 35
D47.700x011 35
D47.701 35
D47.702 35
D47.703 35
D47.900 35
D47.900x001 35
D47.900x002 35
D48.100x003 35
D48.100x006 35
D48.100x007 35
D48.100x008 35
D48.100x009 35
D48.100x018 35
D48.100x020 35
D48.100x021 35
D48.100x023 35
D48.100x024 35
D48.100x025 35
D48.101 35
D48.102 35
D48.103 35
D48.104 35
D48.105 35
D48.106 35
D48.107 35
D48.108 35
D48.109 35
D48.110 35
D48.111 35
D48.112 35
D48.113 35
D48.114 35
D48.115 35
D48.116 35
D48.117 35
D48.118 35
D48.119 35
D48.120 35
D48.121 35
D48.122 35
D48.123 35
D48.124 35
D48.125 35
D48.126 35
D48.127 35
D48.128 35
D48.129 35
D48.130 35
D48.131 35
D48.132 35
D48.133 35
D48.134 35
D51.900 36
